team_id,player_id,list_id
7,520,2
7,524,3
7,522,1
7,2532,2
7,526,3
7,529,2
7,527,3
7,524,1
7,527,2
7,528,3
7,528,2
7,529,3
7,526,1
7,526,2
7,532,3
7,527,1
7,2539,2
7,537,3
7,528,1
7,1804,2
7,4261,3
7,529,1
7,2537,2
7,2532,3
7,4261,2
7,2539,3
7,537,2
7,1804,3
7,532,1
7,1816,2
7,2537,3
7,1827,2
7,1816,3
7,1818,2
7,1827,3
7,1825,2
7,1818,3
7,532,2
7,1820,3
7,537,1
7,1826,2
7,1825,3
7,1820,2
7,1826,3
7,1819,2
7,1819,3
7,3769,2
7,2554,3
7,1822,2
7,1822,3
7,542,2
7,3779,3
7,2554,2
7,3769,3
7,2542,3
7,4261,1
7,2552,3
7,1807,3
7,2532,1
7,2539,1
7,1804,1
7,2537,1
7,1816,1
7,1827,1
7,1818,1
7,1820,1
7,1825,1
7,1826,1
7,1819,1
7,2554,1
7,1822,1
7,3779,1
7,3769,1
8,424,1
8,430,2
8,424,3
8,3796,1
8,428,2
8,435,3
8,424,2
8,428,3
8,435,1
8,1646,2
8,429,3
8,428,1
8,1636,2
8,430,3
8,429,1
8,436,2
8,445,3
8,430,1
8,435,2
8,433,3
8,429,2
8,436,3
8,445,1
8,1641,2
8,438,3
8,433,1
8,433,2
8,439,3
8,3220,2
8,442,3
8,2396,2
8,443,3
8,436,1
8,1642,2
8,1655,3
8,442,2
8,447,3
8,438,1
8,438,2
8,448,3
8,439,1
8,447,2
8,3220,3
8,439,2
8,1642,3
8,448,2
8,1636,3
8,442,1
8,443,2
8,1646,3
8,443,1
8,2414,2
8,1641,3
8,1655,1
8,1652,2
8,2396,3
8,1649,2
8,1652,3
8,1655,2
8,1649,3
8,447,1
8,1660,2
8,1660,3
8,448,1
8,1651,2
8,1651,3
8,445,2
8,2414,3
8,446,3
8,1656,3
8,1639,3
8,3220,1
8,1642,1
8,1636,1
8,1646,1
8,1641,1
8,2396,1
8,1652,1
8,1649,1
8,1660,1
8,1651,1
8,2414,1
9,666,2
9,2460,3
9,679,4
9,663,2
9,662,3
9,2466,4
9,2460,1
9,3581,2
9,663,3
9,670,4
9,662,1
9,662,2
9,664,3
9,2243,4
9,663,1
9,2223,2
9,665,3
9,664,1
9,3577,2
9,666,3
9,665,1
9,669,2
9,2241,3
9,666,1
9,664,2
9,669,3
9,2241,1
9,3573,2
9,2225,3
9,3598,2
9,675,3
9,669,1
9,665,2
9,676,3
9,670,1
9,3572,2
9,682,3
9,2225,1
9,2225,2
9,3572,3
9,2246,2
9,3573,3
9,679,1
9,2236,2
9,3598,3
9,675,2
9,2223,3
9,675,1
9,2467,2
9,2467,3
9,676,1
9,676,2
9,2236,3
9,2247,2
9,2246,3
9,2245,2
9,2247,3
9,2460,2
9,2245,3
9,2239,2
9,2239,3
9,2240,2
9,2240,3
9,682,1
9,682,2
9,2249,3
9,2241,2
9,3581,3
9,2249,2
9,3577,3
9,2229,3
9,2242,3
9,2235,3
9,2466,1
9,2456,3
9,2231,3
9,3572,1
9,3573,1
9,3598,1
9,2223,1
9,2467,1
9,2236,1
9,2246,1
9,2247,1
9,2245,1
9,2239,1
9,2243,1
9,2240,1
9,2249,1
9,3581,1
9,3577,1
10,191,1
10,211,2
10,191,3
10,1902,4
10,193,2
10,1887,3
10,1887,4
10,1887,1
10,2951,2
10,193,3
10,1889,2
10,3156,3
10,193,1
10,3156,2
10,195,3
10,3156,1
10,2955,2
10,206,3
10,195,1
10,195,2
10,197,3
10,206,1
10,199,2
10,2966,3
10,197,1
10,197,2
10,199,3
10,2966,1
10,1891,2
10,202,3
10,199,1
10,1888,2
10,203,3
10,191,2
10,3178,3
10,3154,2
10,209,3
10,202,1
10,3178,2
10,210,3
10,203,1
10,213,2
10,211,3
10,3178,1
10,203,2
10,213,3
10,1907,2
10,2951,3
10,202,2
10,1889,3
10,1912,2
10,1891,3
10,209,2
10,2955,3
10,209,1
10,2968,2
10,1888,3
10,210,1
10,2966,2
10,1907,3
10,211,1
10,1910,2
10,1902,3
10,210,2
10,2968,3
10,213,1
10,1906,2
10,1912,3
10,206,2
10,1906,3
10,1910,3
10,3154,3
10,208,3
10,2956,3
10,2951,1
10,1889,1
10,1891,1
10,2955,1
10,1888,1
10,1907,1
10,1902,1
10,2968,1
10,1912,1
10,1906,1
10,1910,1
10,3154,1
11,142,1
11,148,2
11,142,3
11,143,1
11,143,2
11,143,3
11,144,1
11,144,2
11,144,3
11,145,1
11,145,2
11,145,3
11,2689,1
11,1834,2
11,2689,3
11,1837,2
11,148,3
11,148,1
11,153,2
11,1851,3
11,1855,1
11,142,2
11,2697,3
11,1851,1
11,3875,2
11,153,3
11,2697,1
11,1843,2
11,156,3
11,2677,2
11,157,3
11,153,1
11,2675,2
11,159,3
11,2671,2
11,163,3
11,157,2
11,166,3
11,156,1
11,159,2
11,3875,3
11,157,1
11,166,2
11,2675,3
11,1847,2
11,1834,3
11,159,1
11,1849,2
11,1837,3
11,156,2
11,1843,3
11,2685,2
11,2677,3
11,1851,2
11,2671,3
11,163,1
11,2697,2
11,1847,3
11,163,2
11,1849,3
11,1850,2
11,2685,3
11,166,1
11,2689,2
11,1850,3
11,2695,2
11,2695,3
11,1858,3
11,1854,3
11,161,3
11,2673,3
11,2679,3
11,3875,1
11,2675,1
11,1834,1
11,1837,1
11,1843,1
11,2677,1
11,2671,1
11,1847,1
11,1849,1
11,2685,1
11,1850,1
11,2695,1
12,3865,1
12,336,2
12,333,3
12,4697,1
12,341,2
12,336,3
12,342,2
12,337,3
12,333,1
12,2007,2
12,340,3
12,340,2
12,341,3
12,337,2
12,342,3
12,336,1
12,2008,2
12,343,3
12,337,1
12,3520,2
12,346,3
12,333,2
12,347,3
12,2654,2
12,348,3
12,340,1
12,2005,2
12,2021,3
12,341,1
12,2647,2
12,352,3
12,342,1
12,3540,2
12,355,3
12,343,1
12,348,2
12,2007,3
12,352,2
12,2008,3
12,2019,2
12,2005,3
12,346,1
12,2021,2
12,2654,3
12,347,1
12,343,2
12,2647,3
12,348,1
12,347,2
12,2656,3
12,2656,2
12,2014,3
12,2014,2
12,2017,3
12,2021,1
12,2017,2
12,2018,3
12,352,1
12,346,2
12,2019,3
12,2018,2
12,2024,3
12,2024,2
12,3520,3
12,355,1
12,355,2
12,3540,3
12,2025,3
12,2007,1
12,2008,1
12,2005,1
12,2654,1
12,2647,1
12,2656,1
12,2014,1
12,2017,1
12,2018,1
12,2019,1
12,2024,1
12,3520,1
12,3540,1
13,113,2
13,97,3
13,96,1
13,101,2
13,107,3
13,1503,4
13,97,1
13,3487,2
13,3510,3
13,96,4
13,107,1
13,2567,2
13,101,3
13,3510,1
13,107,2
13,103,3
13,2562,2
13,109,3
13,101,1
13,103,2
13,111,3
13,97,2
13,113,3
13,103,1
13,1501,2
13,117,3
13,1505,2
13,120,3
13,2561,2
13,100,3
13,2560,2
13,3503,3
13,1499,2
13,2567,3
13,100,2
13,1503,3
13,109,1
13,111,2
13,1501,3
13,117,2
13,2561,3
13,111,1
13,1512,2
13,2562,3
13,120,2
13,1505,3
13,113,1
13,1510,2
13,2560,3
13,3510,2
13,1499,3
13,2572,2
13,1512,3
13,109,2
13,1510,3
13,117,1
13,1515,2
13,2572,3
13,2574,2
13,1515,3
13,1522,2
13,2574,3
13,120,1
13,3503,2
13,1522,3
13,3487,3
13,100,1
13,2583,3
13,2577,3
13,2564,3
13,3503,1
13,2567,1
13,1503,1
13,1501,1
13,2561,1
13,2562,1
13,1505,1
13,2560,1
13,1499,1
13,1512,1
13,1510,1
13,2572,1
13,1515,1
13,2574,1
13,1522,1
13,3487,1
14,5871,1
14,474,2
14,474,3
14,859,1
14,2172,2
14,475,3
14,903,1
14,475,2
14,2173,3
14,474,1
14,2515,2
14,477,3
14,475,1
14,2506,2
14,478,3
14,2173,1
14,478,2
14,479,3
14,477,1
14,479,2
14,480,3
14,478,1
14,480,2
14,3367,3
14,479,1
14,477,2
14,4582,3
14,480,1
14,2173,2
14,484,3
14,3367,1
14,2178,2
14,486,3
14,2175,2
14,488,3
14,4582,1
14,3367,2
14,491,3
14,484,1
14,493,2
14,493,3
14,488,2
14,495,3
14,486,1
14,2521,2
14,2172,3
14,2519,2
14,2515,3
14,488,1
14,484,2
14,2506,3
14,486,2
14,2178,3
14,2191,2
14,2175,3
14,491,1
14,3374,2
14,2521,3
14,495,2
14,2519,3
14,493,1
14,4582,2
14,2191,3
14,2194,2
14,2194,3
14,495,1
14,491,2
14,2192,3
14,2192,2
14,3374,3
14,2524,3
14,2517,3
14,2172,1
14,2515,1
14,2506,1
14,2178,1
14,2175,1
14,2521,1
14,2519,1
14,2191,1
14,2194,1
14,2192,1
14,3374,1
15,3265,1
15,49,2
15,49,3
15,49,1
15,2621,2
15,51,3
15,1485,4
15,1493,1
15,51,2
15,52,3
15,51,1
15,1472,2
15,53,3
15,52,1
15,3100,2
15,54,3
15,53,1
15,54,2
15,59,3
15,54,1
15,1477,2
15,63,3
15,61,1
15,59,2
15,72,3
15,2642,1
15,2624,2
15,73,3
15,249,1
15,52,2
15,2621,3
15,2618,2
15,1472,3
15,59,1
15,1467,2
15,2618,3
15,53,2
15,1477,3
15,73,2
15,2624,3
15,63,2
15,1467,3
15,63,1
15,1483,2
15,1484,3
15,1484,2
15,1483,3
15,2642,2
15,2642,3
15,1480,2
15,1480,3
15,3114,2
15,2636,3
15,3265,2
15,1482,3
15,72,2
15,2635,3
15,2636,2
15,2639,3
15,1482,2
15,3100,3
15,72,1
15,3114,3
15,73,1
15,3265,3
15,1493,2
15,1493,3
15,1471,3
15,249,2
15,249,3
15,2621,1
15,1472,1
15,2618,1
15,1477,1
15,2624,1
15,1467,1
15,1484,1
15,1483,1
15,1485,1
15,1480,1
15,2636,1
15,1482,1
15,3100,1
15,3114,1
16,800,1
16,804,2
16,800,3
16,825,4
16,1456,1
16,810,2
16,1456,3
16,1462,1
16,806,2
16,1462,3
16,1457,1
16,1443,2
16,1457,3
16,804,1
16,1439,2
16,804,3
16,1461,1
16,811,2
16,1461,3
16,806,1
16,800,2
16,806,3
16,807,1
16,807,2
16,807,3
16,812,2
16,825,3
16,825,1
16,3727,2
16,810,3
16,810,1
16,1446,2
16,811,3
16,811,1
16,1445,2
16,812,3
16,812,1
16,2279,2
16,813,3
16,813,1
16,822,2
16,817,3
16,817,2
16,818,3
16,813,2
16,821,3
16,821,2
16,822,3
16,817,1
16,1456,2
16,3727,3
16,818,1
16,2292,2
16,1443,3
16,1457,2
16,1439,3
16,1461,2
16,1446,3
16,821,1
16,1466,2
16,2279,3
16,822,1
16,818,2
16,1445,3
16,1463,2
16,2292,3
16,1462,2
16,1455,3
16,1455,2
16,1466,3
16,1463,3
16,2304,3
16,1460,3
16,4822,3
16,2288,3
16,3727,1
16,1443,1
16,1439,1
16,1446,1
16,2279,1
16,1445,1
16,2292,1
16,1455,1
16,1466,1
16,1463,1
17,4297,1
17,1232,2
17,4297,3
17,1231,4
17,2921,1
17,1228,2
17,2921,3
17,2200,4
17,2909,1
17,2203,2
17,2909,3
17,2222,4
17,2895,2
17,3712,3
17,2898,4
17,3712,1
17,2198,2
17,1228,3
17,1248,4
17,1228,1
17,1229,2
17,1229,3
17,1229,1
17,2206,2
17,1230,3
17,1230,1
17,2897,2
17,1232,3
17,1231,1
17,1235,2
17,1235,3
17,1232,1
17,1230,2
17,1237,3
17,4297,2
17,1241,3
17,2906,2
17,1243,3
17,1235,1
17,2904,2
17,1244,3
17,1243,2
17,1246,3
17,1237,1
17,1237,2
17,1247,3
17,1241,2
17,1248,3
17,1244,2
17,2895,3
17,2909,2
17,2906,3
17,1241,1
17,2212,2
17,2203,3
17,1246,2
17,2198,3
17,1243,1
17,2918,2
17,2206,3
17,1244,1
17,2910,2
17,2897,3
17,2215,2
17,2904,3
17,1246,1
17,3712,2
17,2212,3
17,1247,1
17,1247,2
17,2918,3
17,1248,1
17,2921,2
17,2215,3
17,2910,3
17,2213,3
17,2895,1
17,2906,1
17,2222,1
17,2203,1
17,2200,1
17,2198,1
17,2206,1
17,2897,1
17,2898,1
17,2904,1
17,2212,1
17,2918,1
17,2215,1
17,2910,1
18,2744,1
18,1693,2
18,2744,3
18,1699,4
18,1083,1
18,1696,2
18,1696,3
18,1691,4
18,1696,1
18,3182,2
18,1964,3
18,1083,4
18,1695,2
18,1087,3
18,1964,1
18,1087,2
18,1088,3
18,1087,1
18,1088,2
18,1089,3
18,1088,1
18,1094,2
18,3182,3
18,1089,1
18,1089,2
18,1713,3
18,3182,1
18,1697,2
18,1094,3
18,3181,1
18,2730,2
18,1096,3
18,1713,1
18,1703,2
18,1100,3
18,1700,2
18,1103,3
18,1094,1
18,3181,2
18,1105,3
18,1103,2
18,1106,3
18,1096,1
18,1105,2
18,1107,3
18,1964,2
18,1695,3
18,2741,2
18,1697,3
18,1714,2
18,1693,3
18,1100,1
18,1707,2
18,2730,3
18,1096,2
18,1703,3
18,2747,2
18,1700,3
18,1103,1
18,1106,2
18,1714,3
18,1107,2
18,2741,3
18,1105,1
18,1713,2
18,2747,3
18,1106,1
18,1100,2
18,1707,3
18,1107,1
18,2744,2
18,3202,3
18,3181,3
18,1712,3
18,1710,3
18,1082,3
18,1699,1
18,1695,1
18,1697,1
18,1693,1
18,1691,1
18,2730,1
18,1703,1
18,1700,1
18,1714,1
18,2741,1
18,2747,1
18,1707,1
19,753,1
19,2759,2
19,753,3
19,2774,4
19,2764,1
19,1982,2
19,2764,3
19,1983,4
19,1984,1
19,760,2
19,1984,3
19,3942,4
19,2759,1
19,753,2
19,2759,3
19,291,1
19,2756,2
19,758,3
19,758,1
19,759,2
19,759,3
19,759,1
19,758,2
19,760,3
19,760,1
19,2764,2
19,761,3
19,761,1
19,761,2
19,768,3
19,1980,2
19,769,3
19,1973,2
19,771,3
19,2767,2
19,773,3
19,1975,2
19,774,3
19,771,2
19,777,3
19,768,2
19,3942,3
19,768,1
19,774,2
19,1982,3
19,769,1
19,1985,2
19,2756,3
19,769,2
19,1975,3
19,771,1
19,777,2
19,2767,3
19,1996,2
19,1980,3
19,773,1
19,1984,2
19,1973,3
19,774,1
19,3958,2
19,1996,3
19,773,2
19,1985,3
19,2780,2
19,2780,3
19,777,1
19,2779,2
19,1987,3
19,1987,2
19,2779,3
19,3958,3
19,2774,1
19,3950,3
19,1994,3
19,1988,3
19,3942,1
19,1982,1
19,2756,1
19,1983,1
19,1975,1
19,2767,1
19,1980,1
19,1973,1
19,1996,1
19,1985,1
19,2780,1
19,1987,1
19,2779,1
19,3958,1
20,2376,1
20,945,2
20,2376,3
20,942,1
20,943,2
20,943,3
20,2377,4
20,943,1
20,1922,2
20,1933,3
20,942,4
20,1933,1
20,1920,2
20,945,3
20,966,4
20,945,1
20,2363,2
20,966,3
20,1938,4
20,966,1
20,952,2
20,947,3
20,1921,4
20,947,1
20,947,2
20,1937,3
20,1937,1
20,949,2
20,3420,3
20,3420,1
20,950,2
20,950,3
20,950,1
20,2366,2
20,1941,3
20,1941,1
20,3420,2
20,952,3
20,952,1
20,3394,2
20,955,3
20,1927,2
20,957,3
20,1938,1
20,963,2
20,959,3
20,955,1
20,961,2
20,961,3
20,957,2
20,963,3
20,957,1
20,959,2
20,3394,3
20,955,2
20,949,3
20,959,1
20,1930,2
20,1922,3
20,2387,2
20,1920,3
20,961,1
20,2376,2
20,1921,3
20,1941,2
20,2363,3
20,963,1
20,1936,2
20,2366,3
20,2385,2
20,1927,3
20,1937,2
20,1930,3
20,1933,2
20,2385,3
20,1936,3
20,2387,3
20,3394,1
20,1940,3
20,1935,3
20,1915,3
20,949,1
20,1922,1
20,1920,1
20,1921,1
20,2363,1
20,2366,1
20,1927,1
20,1930,1
20,2385,1
20,2377,1
20,1936,1
20,2387,1
21,728,2
21,1877,3
21,1877,1
21,712,2
21,710,3
21,714,2
21,712,3
21,1867,2
21,714,3
21,710,1
21,1870,2
21,722,3
21,710,2
21,723,3
21,712,1
21,2334,2
21,728,3
21,1861,2
21,731,3
21,714,1
21,2310,2
21,707,3
21,2311,2
21,1867,3
21,1862,2
21,1870,3
21,1886,2
21,2334,3
21,707,2
21,1861,3
21,1864,2
21,2310,3
21,1880,2
21,1862,3
21,1884,2
21,2311,3
21,722,1
21,723,2
21,1886,3
21,723,1
21,1877,2
21,1864,3
21,1874,2
21,1880,3
21,1883,2
21,1884,3
21,1873,2
21,1878,3
21,3434,2
21,1874,3
21,728,1
21,722,2
21,1873,3
21,731,2
21,2333,3
21,1878,2
21,1883,3
21,731,1
21,2333,2
21,3434,3
21,2312,3
21,1876,3
21,1872,3
21,707,1
21,1867,1
21,1870,1
21,2334,1
21,1861,1
21,2310,1
21,1862,1
21,2311,1
21,1886,1
21,1864,1
21,1880,1
21,1884,1
21,1878,1
21,1874,1
21,1873,1
21,2333,1
21,1883,1
21,3434,1
22,1176,1
22,1181,2
22,1176,3
22,2871,1
22,2875,2
22,4652,3
22,2141,4
22,4652,1
22,1180,2
22,1180,3
22,2871,4
22,2142,2
22,1181,3
22,1180,1
22,1176,2
22,1182,3
22,1181,1
22,1182,2
22,1193,3
22,1182,1
22,2873,2
22,1189,3
22,1193,1
22,2874,2
22,1190,3
22,2149,2
22,1191,3
22,2877,2
22,1192,3
22,2870,2
22,1194,3
22,2166,2
22,1195,3
22,4652,2
22,1199,3
22,1189,1
22,1194,2
22,1200,3
22,1190,1
22,1195,2
22,1201,3
22,1191,1
22,1191,2
22,2875,3
22,1192,1
22,2164,2
22,2142,3
22,1199,2
22,2877,3
22,1194,1
22,2893,2
22,2873,3
22,1195,1
22,1190,2
22,2870,3
22,1193,2
22,2149,3
22,1189,2
22,2874,3
22,1192,2
22,2166,3
22,1199,1
22,1200,2
22,2893,3
22,1200,1
22,2157,2
22,2157,3
22,1201,1
22,1201,2
22,2164,3
22,3812,3
22,2146,3
22,2141,1
22,2875,1
22,2142,1
22,2877,1
22,2873,1
22,2870,1
22,2149,1
22,2874,1
22,2166,1
22,2893,1
22,2157,1
22,2164,1
23,988,1
23,988,2
23,988,3
23,994,4
23,989,1
23,2028,2
23,989,3
23,2442,4
23,2432,1
23,2027,2
23,2432,3
23,2442,1
23,2423,2
23,4106,3
23,3306,2
23,2030,3
23,2430,2
23,1000,3
23,994,1
23,989,2
23,1002,3
23,4106,1
23,2425,2
23,1006,3
23,2039,2
23,1007,3
23,2030,1
23,2033,2
23,1010,3
23,2036,2
23,1011,3
23,2030,2
23,2027,3
23,1000,1
23,1000,2
23,2423,3
23,1010,2
23,2028,3
23,1002,1
23,1011,2
23,2425,3
23,1006,2
23,2039,3
23,2043,2
23,2033,3
23,1007,2
23,2036,3
23,1006,1
23,2434,2
23,2430,3
23,1007,1
23,2432,2
23,2043,3
23,1002,2
23,2434,3
23,4106,2
23,2049,3
23,1010,1
23,2437,2
23,2437,3
23,1011,1
23,2049,2
23,2046,3
23,2046,2
23,2052,3
23,2052,2
23,3306,3
23,1012,3
23,2433,3
23,3309,3
23,2027,1
23,2423,1
23,2028,1
23,2425,1
23,2039,1
23,2033,1
23,2036,1
23,2430,1
23,2043,1
23,2434,1
23,2049,1
23,2437,1
23,2046,1
23,2052,1
23,3306,1
24,1270,1
24,1270,2
24,1270,3
24,1271,4
24,1271,1
24,1276,2
24,1271,3
24,3668,4
24,1236,1
24,2087,2
24,1236,3
24,1640,1
24,2086,2
24,1640,3
24,3667,4
24,2106,1
24,1640,2
24,2106,3
24,4625,1
24,2987,2
24,4625,3
24,1276,1
24,1277,2
24,1276,3
24,1277,1
24,2985,2
24,1277,3
24,2104,1
24,2092,2
24,2104,3
24,5437,1
24,2083,2
24,1284,3
24,5038,1
24,2089,2
24,1286,3
24,823,1
24,2989,2
24,1288,3
24,4625,2
24,1292,3
24,1288,2
24,1294,3
24,1284,1
24,1292,2
24,1295,3
24,1286,2
24,2985,3
24,1286,1
24,1294,2
24,2086,3
24,1236,2
24,2087,3
24,1288,1
24,2103,2
24,2987,3
24,1284,2
24,2092,3
24,1295,2
24,2089,3
24,2104,2
24,2083,3
24,1292,1
24,2106,2
24,2989,3
24,2101,2
24,2103,3
24,1294,1
24,2102,2
24,2101,3
24,1295,1
24,2997,2
24,2997,3
24,2102,3
24,2109,3
24,2994,3
24,1283,3
24,2985,1
24,2085,3
24,2093,3
24,2086,1
24,2087,1
24,2987,1
24,2092,1
24,2089,1
24,2083,1
24,2989,1
24,2103,1
24,2101,1
24,2997,1
24,2102,1
24,3667,1
24,3668,1
25,3962,1
25,906,2
25,3962,3
25,1560,4
25,895,1
25,895,2
25,895,3
25,2340,4
25,896,1
25,905,2
25,896,3
25,897,1
25,898,2
25,897,3
25,898,1
25,1553,2
25,898,3
25,896,4
25,899,1
25,900,2
25,899,3
25,900,1
25,1556,2
25,900,3
25,1571,1
25,897,2
25,1571,3
25,1739,1
25,3968,2
25,905,3
25,4651,1
25,1578,2
25,906,3
