player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
1232,2024,17,0,200,1,3,10,46,0,17,14,50,4,3,10,10,9,6,0,0,4,4,0,0,0,10,5,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,47.5000,0,30,0,0,0.0000,0.0000
1232,2024,17,0,200,1,2,9,32,0,6,12,37,2,4,5,5,10,5,0,0,4,4,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,35.0000,0,27,0,0,0.0000,0.0000
1233,2024,78,0,202,3,1,4,15,0,2,3,16,0,1,0,0,7,3,63,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,1,1,0,0.2012,11.3000,0,14,2,0,0.1296,0.2750
1233,2024,78,0,202,3,3,3,11,0,2,1,12,0,1,0,0,5,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,8.3000,0,9,0,0,0.0000,0.0000
1233,2024,78,0,202,3,2,1,4,0,0,2,4,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0000,3.0000,0,5,0,0,0.0000,0.0000
1234,2024,111,0,203,4,1,1,3,0,0,1,4,0,1,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0.2069,10.2000,0,3,1,0,0.0138,0.0982
1234,2024,111,0,203,4,3,0,2,0,0,1,3,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0.0000,8.7000,0,2,0,0,0.0000,0.0000
1234,2024,111,0,203,4,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,1.5000,0,1,0,0,0.0000,0.0000
1235,2024,17,0,200,1,1,13,45,0,9,13,58,0,11,6,6,14,10,220,1,10,0,0,0,0,6,2,0,1,0,1,0,0,0,0,1,4,3,0,1,1,10,0,0,2,0,2,6,1,-0.3292,50.9000,0,40,2,2,-0.0079,0.1122
1235,2024,17,0,200,1,3,11,39,0,8,11,49,0,9,3,3,11,10,0,0,10,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,6,1,0.0000,40.7000,0,33,0,0,0.0000,0.0000
1235,2024,17,0,200,1,2,2,6,0,1,2,9,0,2,3,3,3,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0.0000,10.2000,0,7,0,0,0.0000,0.0000
1257,2024,55,0,201,2,1,3,18,0,7,1,19,0,1,4,0,7,2,68,2,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0.0017,7.0000,0,11,0,0,-0.0971,-0.2005
1257,2024,55,0,201,2,3,3,16,0,7,1,17,0,1,4,0,5,2,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,6.4000,0,9,0,0,0.0000,0.0000
1257,2024,55,0,201,2,2,0,2,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,0.6000,0,2,0,0,0.0000,0.0000
1259,2024,63,0,202,3,1,2,8,0,3,2,10,0,2,0,0,1,2,33,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4,1,0.0365,7.0000,0,6,0,0,0.0123,0.1120
1259,2024,63,0,202,3,3,1,5,0,1,1,7,0,2,0,0,1,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0.0000,5.9000,0,5,0,0,0.0000,0.0000
1259,2024,63,0,202,3,2,0,3,0,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0000,1.1000,0,1,0,0,0.0000,0.0000
1265,2024,78,0,202,3,1,4,12,0,1,4,13,0,1,0,0,5,2,41,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0.1848,11.1000,0,12,1,0,0.1438,0.2327
1265,2024,78,0,202,3,2,1,4,0,0,1,5,0,1,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,4.7000,0,4,0,0,0.0000,0.0000
1265,2024,78,0,202,3,3,2,8,0,1,3,8,0,0,0,0,3,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,6.4000,0,8,0,0,0.0000,0.0000
1267,2024,78,0,202,3,1,6,23,0,5,3,26,1,3,1,1,7,8,87,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.2174,30.2000,0,18,0,0,0.1364,0.3129
1267,2024,78,0,202,3,3,4,16,0,4,3,17,1,1,1,1,3,6,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,19.9000,0,12,0,0,0.0000,0.0000
1267,2024,78,0,202,3,2,2,7,0,1,0,9,0,2,0,0,4,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,10.3000,0,6,0,0,0.0000,0.0000
1268,2024,78,0,202,3,1,1,4,0,0,2,5,0,1,0,0,1,1,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0.0344,2.5000,0,5,0,0,0.0448,0.0957
1268,2024,78,0,202,3,2,1,2,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0.0000,1.2000,0,3,0,0,0.0000,0.0000
1268,2024,78,0,202,3,3,0,2,0,0,1,3,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,1.3000,0,2,0,0,0.0000,0.0000
1269,2024,78,0,202,3,1,1,4,0,0,1,5,0,1,0,0,2,1,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0.0926,8.9000,0,4,1,0,0.0171,0.1025
1269,2024,78,0,202,3,2,0,2,0,0,1,3,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0.0000,5.8000,0,2,0,0,0.0000,0.0000
1269,2024,78,0,202,3,3,0,2,0,0,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,3.1000,0,2,0,0,0.0000,0.0000
1270,2024,24,0,200,1,1,14,63,0,22,10,72,13,7,12,12,14,19,260,2,3,3,1,1,0,13,5,1,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.3927,71.8000,0,44,0,0,-0.0344,-0.2442
1270,2024,24,0,200,1,2,6,25,0,8,5,27,4,1,7,7,3,10,0,0,3,3,0,0,0,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,26.3000,0,18,0,0,0.0000,0.0000
1270,2024,24,0,200,1,3,8,38,0,14,5,45,9,6,5,5,11,9,0,2,3,3,0,0,0,10,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,45.5000,0,26,0,0,0.0000,0.0000
1271,2024,24,0,200,1,1,6,25,0,6,4,28,5,3,3,3,9,5,96,2,1,1,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.1625,29.7000,0,20,0,0,0.1913,0.1195
1271,2024,24,0,200,1,2,3,10,0,2,2,10,1,0,0,0,2,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,10.1000,0,9,0,0,0.0000,0.0000
1271,2024,24,0,200,1,3,3,15,0,4,2,18,4,3,3,3,7,1,0,2,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,19.6000,0,11,0,0,0.0000,0.0000
1272,2024,90,0,202,3,1,0,4,0,1,0,4,0,0,0,0,1,1,8,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120,3.4000,0,2,0,0,0.0159,0.0435
1272,2024,90,0,202,3,3,0,2,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,1.5000,0,1,0,0,0.0000,0.0000
1272,2024,90,0,202,3,2,0,2,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,1.9000,0,1,0,0,0.0000,0.0000
1273,2024,47,0,201,2,1,4,18,0,6,1,19,0,1,3,3,6,5,89,0,3,2,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0403,11.8000,0,12,0,0,0.0961,-0.0644
1273,2024,47,0,201,2,2,1,7,0,2,1,8,0,1,1,1,4,0,0,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,4.3000,0,5,0,0,0.0000,0.0000
1273,2024,47,0,201,2,3,2,11,0,4,0,11,0,0,2,2,2,5,0,1,3,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,7.5000,0,7,0,0,0.0000,0.0000
1274,2024,90,0,202,3,1,2,9,0,3,4,10,0,1,2,2,2,0,39,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0097,11.0000,0,6,0,0,0.1091,-0.1007
1274,2024,90,0,202,3,3,1,8,0,3,3,9,0,1,2,2,2,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,8.4000,0,5,0,0,0.0000,0.0000
1274,2024,90,0,202,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,2.6000,0,1,0,0,0.0000,0.0000
1275,2024,47,0,201,2,1,1,8,0,4,0,10,0,2,3,3,2,2,35,2,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,-0.0133,1.6000,0,5,0,0,-0.1774,-0.1935
1275,2024,47,0,201,2,2,1,5,0,2,0,5,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0000,0.8000,0,4,0,0,0.0000,0.0000
1275,2024,47,0,201,2,3,0,3,0,2,0,5,0,2,3,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0000,0.8000,0,1,0,0,0.0000,0.0000
1276,2024,24,0,200,1,1,21,72,0,12,11,74,8,2,2,2,23,26,246,0,3,3,2,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0.7830,68.6000,0,63,0,0,0.6919,1.3866
1276,2024,24,0,200,1,2,8,30,0,5,5,30,1,0,2,2,9,11,0,1,3,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,29.9000,0,25,0,0,0.0000,0.0000
1276,2024,24,0,200,1,3,12,42,0,7,6,44,7,2,0,0,14,15,0,2,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,38.7000,0,38,0,0,0.0000,0.0000
1277,2024,24,0,200,1,1,3,15,0,4,6,20,0,5,2,2,2,3,99,2,5,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,1,1,1,-0.0487,42.4000,0,11,2,2,0.1118,-0.0118
1277,2024,24,0,200,1,3,1,9,0,4,3,13,0,4,2,2,2,0,0,2,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0.0000,25.7000,0,5,0,0,0.0000,0.0000
1277,2024,24,0,200,1,2,2,6,0,0,3,7,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0000,16.7000,0,6,0,0,0.0000,0.0000
1279,2024,90,0,202,3,1,3,13,0,3,5,16,0,2,2,1,3,2,63,1,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0.0093,24.4000,0,10,0,0,0.1488,-0.0347
1279,2024,90,0,202,3,3,3,12,0,3,5,15,0,2,2,1,3,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,21.7000,0,9,0,0,0.0000,0.0000
1279,2024,90,0,202,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,2.7000,0,1,0,0,0.0000,0.0000
1280,2024,90,0,202,3,1,1,6,0,1,0,6,0,0,0,0,1,4,13,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0.0662,5.0000,0,5,1,0,0.0323,0.0927
1280,2024,90,0,202,3,2,0,2,0,0,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,1.7000,0,2,0,0,0.0000,0.0000
1280,2024,90,0,202,3,3,1,4,0,1,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,3.3000,0,3,0,0,0.0000,0.0000
1281,2024,90,0,202,3,1,2,8,0,2,2,9,0,0,1,1,3,2,29,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,-0.0751,14.5000,0,7,1,1,-0.0845,0.0288
1281,2024,90,0,202,3,3,1,5,0,1,0,6,0,0,0,0,3,2,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,6.1000,0,5,0,0,0.0000,0.0000
1281,2024,90,0,202,3,2,0,3,0,1,2,3,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,8.4000,0,2,0,0,0.0000,0.0000
1307,2024,90,0,202,3,1,5,24,0,7,4,27,7,3,4,4,8,5,104,2,1,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.0437,22.1000,0,17,0,0,-0.0031,-0.0421
1307,2024,90,0,202,3,3,3,16,0,5,3,18,2,2,1,1,5,3,0,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,14.8000,0,11,0,0,0.0000,0.0000
1307,2024,90,0,202,3,2,2,8,0,2,1,9,5,1,3,3,3,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,7.3000,0,6,0,0,0.0000,0.0000
1310,2024,114,0,203,4,1,2,7,0,0,5,7,0,0,0,0,1,1,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.1751,7.1000,0,7,2,0,0.1307,0.1307
1310,2024,114,0,203,4,2,1,3,0,0,2,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,2.2000,0,3,0,0,0.0000,0.0000
1310,2024,114,0,203,4,3,1,4,0,0,3,4,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,4.9000,0,4,0,0,0.0000,0.0000
1311,2024,90,0,202,3,1,3,15,0,6,3,19,0,2,4,3,0,6,78,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,4,2,-0.0036,35.7000,0,9,1,1,0.0295,-0.3422
1311,2024,90,0,202,3,3,2,12,0,5,3,16,0,2,3,3,0,4,0,1,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,2,0.0000,32.7000,0,7,0,0,0.0000,0.0000
1311,2024,90,0,202,3,2,0,3,0,1,0,3,0,0,1,0,0,2,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0.0000,3.0000,0,2,0,0,0.0000,0.0000
1315,2024,90,0,202,3,1,6,19,0,3,5,23,0,3,2,2,5,7,88,0,2,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0.1597,12.8000,0,18,1,0,-0.1787,0.1195
1315,2024,90,0,202,3,3,4,12,0,1,2,15,0,2,0,0,3,7,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,7.5000,0,12,0,0,0.0000,0.0000
1315,2024,90,0,202,3,2,2,7,0,2,3,8,0,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0.0000,5.3000,0,6,0,0,0.0000,0.0000
1316,2024,90,0,202,3,1,5,22,0,5,3,25,0,2,5,5,5,8,96,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0044,7.8000,0,16,0,0,0.0671,-0.1927
1316,2024,90,0,202,3,3,4,16,0,3,1,16,0,0,5,5,4,8,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,5.0000,0,13,0,0,0.0000,0.0000
1316,2024,90,0,202,3,2,1,6,0,2,2,9,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,2.8000,0,3,0,0,0.0000,0.0000
1317,2024,65,0,202,3,1,3,13,0,4,4,13,0,0,1,1,4,1,56,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0003,2.6000,0,9,0,0,-0.0060,0.0585
1317,2024,65,0,202,3,3,2,9,0,3,3,9,0,0,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0000,1.9000,0,6,0,0,0.0000,0.0000
1317,2024,65,0,202,3,2,1,4,0,1,1,4,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,0.7000,0,3,0,0,0.0000,0.0000
1318,2024,29,0,200,1,1,17,67,0,21,12,72,14,4,12,12,17,18,265,0,3,3,2,1,0,14,4,0,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0,0,-0.1040,59.0000,0,51,0,0,0.1905,-0.1000
1318,2024,29,0,200,1,3,11,48,0,17,6,51,11,3,9,9,11,14,0,1,3,3,0,0,0,12,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0000,45.1000,0,34,0,0,0.0000,0.0000
1318,2024,29,0,200,1,2,5,19,0,4,6,21,3,1,3,3,6,4,0,2,3,3,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,13.9000,0,17,0,0,0.0000,0.0000
1319,2024,29,0,200,1,1,19,73,0,16,12,82,3,8,9,9,18,28,294,1,7,2,0,3,3,12,3,0,1,0,1,0,0,1,0,0,4,0,1,3,0,5,0,0,3,0,0,0,0,-0.5130,116.3000,0,58,0,1,0.4047,0.2534
1319,2024,29,0,200,1,3,10,37,0,6,6,44,3,6,7,7,7,19,0,2,7,2,0,0,0,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0000,64.9000,0,32,0,0,0.0000,0.0000
1319,2024,29,0,200,1,2,8,36,0,10,6,38,0,2,2,2,11,9,0,2,7,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0000,51.4000,0,26,0,0,0.0000,0.0000
1320,2024,29,0,200,1,1,37,136,0,28,29,146,28,8,10,10,45,34,520,1,5,5,5,0,0,19,5,1,1,0,4,0,0,0,1,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0.9567,150.0000,0,112,0,0,0.9318,1.5230
1320,2024,29,0,200,1,2,12,49,0,12,7,54,1,5,6,6,17,12,0,2,5,5,0,0,0,7,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,55.0000,0,38,0,0,0.0000,0.0000
1320,2024,29,0,200,1,3,24,87,0,16,22,92,27,3,4,4,28,22,0,2,5,5,0,0,0,12,3,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0000,95.0000,0,74,0,0,0.0000,0.0000
1321,2024,29,0,200,1,1,18,73,0,19,14,82,11,8,7,7,23,18,300,2,3,3,2,1,0,13,4,1,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0.1348,85.5000,0,56,0,0,0.5032,0.5043
1321,2024,29,0,200,1,3,12,48,0,12,11,53,8,5,5,5,16,9,0,1,3,3,0,0,0,9,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,54.5000,0,37,0,0,0.0000,0.0000
1321,2024,29,0,200,1,2,6,25,0,7,3,29,3,3,2,2,7,9,0,1,3,3,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,31.0000,0,19,0,0,0.0000,0.0000
1322,2024,29,0,200,1,1,22,75,0,14,19,81,9,5,5,5,31,12,307,0,3,3,1,0,0,9,2,1,0,1,2,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0.7082,88.4000,0,66,0,0,0.6530,1.0198
1322,2024,29,0,200,1,3,12,39,0,7,10,43,7,4,3,3,16,6,0,0,3,3,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0000,48.2000,0,36,0,0,0.0000,0.0000
1322,2024,29,0,200,1,2,10,36,0,7,9,38,2,1,2,2,15,6,0,0,3,3,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,40.2000,0,30,0,0,0.0000,0.0000
1323,2024,29,0,200,1,1,16,59,0,11,17,64,5,5,6,6,19,12,233,1,5,2,0,0,0,6,2,0,0,2,1,0,0,0,0,0,1,2,2,0,0,3,0,0,2,0,0,0,0,0.2945,73.1000,0,49,0,1,0.5398,0.4030
1323,2024,29,0,200,1,2,6,22,0,6,6,23,0,1,4,4,7,3,0,0,5,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0.0000,25.7000,0,18,0,0,0.0000,0.0000
1323,2024,29,0,200,1,3,10,37,0,5,11,41,5,4,2,2,12,9,0,1,5,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0000,47.4000,0,31,0,0,0.0000,0.0000
1324,2024,65,0,202,3,1,4,14,0,2,5,14,0,0,2,1,2,4,48,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,5,0,0.0533,16.9000,0,12,1,1,0.0419,0.0062
1324,2024,65,0,202,3,3,3,11,0,2,4,11,0,0,2,1,2,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0.0000,15.0000,0,9,0,0,0.0000,0.0000
1324,2024,65,0,202,3,2,1,3,0,0,1,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,1.9000,0,3,0,0,0.0000,0.0000
1325,2024,112,0,203,4,1,3,9,0,1,4,15,0,6,2,2,3,1,71,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0.1234,8.7000,0,9,1,0,-0.0638,-0.0543
1325,2024,112,0,203,4,3,2,6,0,1,2,11,0,5,1,1,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0000,5.1000,0,6,0,0,0.0000,0.0000
1325,2024,112,0,203,4,2,1,3,0,0,2,4,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,3.6000,0,3,0,0,0.0000,0.0000
1326,2024,29,0,200,1,1,10,38,0,9,8,43,0,4,1,1,6,15,147,0,9,0,0,0,6,6,3,0,0,0,0,0,0,2,1,1,7,1,0,6,0,9,0,0,1,0,0,0,0,0.3540,81.5000,0,30,2,1,0.4160,0.6619
1326,2024,29,0,200,1,2,5,18,0,2,5,21,0,2,0,0,3,8,0,1,9,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0000,29.7000,0,16,0,0,0.0000,0.0000
