player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
1,2024,116,0,203,4,1,4,11,0,0,2,14,0,2,0,0,2,7,56,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.2458,15.3000,0,12,1,0,0.0468,0.2670
1,2024,116,0,203,4,3,2,6,0,0,1,8,0,1,0,0,1,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,8.0000,0,7,0,0,0.0000,0.0000
1,2024,116,0,203,4,2,1,5,0,0,1,6,0,1,0,0,1,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,7.3000,0,5,0,0,0.0000,0.0000
2,2024,41,0,201,2,1,5,22,0,7,6,24,0,2,3,3,3,6,85,0,2,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0.0106,5.3000,0,15,0,0,0.0066,-0.0447
2,2024,41,0,201,2,3,3,15,0,4,4,16,0,1,2,2,2,5,0,2,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,3.7000,0,11,0,0,0.0000,0.0000
2,2024,41,0,201,2,2,1,7,0,3,2,8,0,1,1,1,1,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,1.6000,0,4,0,0,0.0000,0.0000
3,2024,3,0,200,1,1,16,65,0,19,14,73,9,8,13,11,14,17,276,0,3,3,1,1,0,13,3,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,-0.5371,82.6000,0,48,0,0,0.2141,-0.2448
3,2024,3,0,200,1,3,10,41,0,11,9,46,2,5,7,5,9,11,0,2,3,3,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0000,49.2000,0,32,0,0,0.0000,0.0000
3,2024,3,0,200,1,2,5,24,0,8,5,27,7,3,6,6,5,6,0,1,3,3,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,33.4000,0,16,0,0,0.0000,0.0000
4,2024,3,0,200,1,1,27,105,0,30,23,112,10,6,14,14,22,31,384,0,4,4,1,2,0,21,4,0,1,2,3,0,0,0,2,0,0,3,2,0,0,0,0,0,1,1,0,0,0,-0.4684,114.1000,0,81,0,0,0.6911,0.3032
4,2024,3,0,200,1,2,9,44,0,17,10,45,8,1,6,6,10,7,0,0,4,4,0,0,0,12,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,49.1000,0,27,0,0,0.0000,0.0000
4,2024,3,0,200,1,3,18,61,0,13,13,67,2,5,8,8,12,24,0,0,4,4,0,0,0,9,2,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0000,65.0000,0,54,0,0,0.0000,0.0000
5,2024,3,0,200,1,1,6,23,0,5,5,26,0,3,0,0,7,6,112,1,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0777,12.2000,0,19,1,0,0.1402,0.3736
5,2024,3,0,200,1,3,4,15,0,2,3,18,0,3,0,0,5,5,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0000,6.7000,0,14,0,0,0.0000,0.0000
5,2024,3,0,200,1,2,1,8,0,3,2,8,0,0,0,0,2,1,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,5.5000,0,5,0,0,0.0000,0.0000
6,2024,87,0,202,3,1,6,24,0,6,6,26,0,2,4,4,6,6,101,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0686,22.2000,0,18,0,0,0.2109,-0.0909
6,2024,87,0,202,3,3,5,18,0,3,5,19,0,1,2,2,5,5,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,16.5000,0,15,0,0,0.0000,0.0000
6,2024,87,0,202,3,2,1,6,0,3,1,7,0,1,2,2,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,5.7000,0,3,0,0,0.0000,0.0000
7,2024,3,0,200,1,1,7,28,0,6,8,29,0,1,2,2,8,6,104,1,6,0,1,1,3,3,2,0,0,0,1,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,2,1,0.2736,51.2000,0,22,3,1,0.2025,0.2734
7,2024,3,0,200,1,2,3,15,0,5,3,16,0,1,2,2,3,4,0,1,5,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0000,27.3000,0,10,0,0,0.0000,0.0000
7,2024,3,0,200,1,3,4,13,0,1,5,13,0,0,0,0,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0.0000,23.9000,0,12,0,0,0.0000,0.0000
8,2024,3,0,200,1,1,7,24,0,4,5,26,0,1,1,1,10,5,89,0,7,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,7,0,0,0,1,2,2,0,0.3086,31.3000,0,21,3,0,0.0343,0.3150
8,2024,3,0,200,1,3,6,21,0,2,5,23,0,1,1,1,9,5,0,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0.0000,28.6000,0,19,0,0,0.0000,0.0000
8,2024,3,0,200,1,2,0,3,0,2,0,3,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0000,2.7000,0,2,0,0,0.0000,0.0000
10,2024,116,0,203,4,1,2,10,0,5,4,12,0,2,3,3,1,0,61,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,1,1,-0.8795,35.5000,0,6,0,2,-0.1913,-0.4002
10,2024,116,0,203,4,2,0,2,0,1,1,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,4.4000,0,1,0,0,0.0000,0.0000
10,2024,116,0,203,4,3,1,8,0,4,3,9,0,1,3,3,1,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0.0000,31.1000,0,5,0,0,0.0000,0.0000
11,2024,3,0,200,1,1,8,35,0,12,5,36,2,1,5,5,11,7,129,0,7,2,0,0,0,10,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,2,1,0.0337,22.4000,0,24,1,0,-0.0231,-0.0327
11,2024,3,0,200,1,3,4,21,0,7,3,22,0,1,3,3,6,5,0,2,7,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0.0000,13.1000,0,14,0,0,0.0000,0.0000
11,2024,3,0,200,1,2,3,14,0,5,2,14,2,0,2,2,5,2,0,1,6,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0.0000,9.3000,0,10,0,0,0.0000,0.0000
12,2024,41,0,201,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0.0004,0.2000,0,2,0,0,0.0095,0.0368
12,2024,41,0,201,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0.0000,0.0000,0,0,0,0,0.0000,0.0000
12,2024,41,0,201,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0000,0.2000,0,2,0,0,0.0000,0.0000
13,2024,87,0,202,3,1,2,6,0,1,0,8,0,1,0,0,3,3,41,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2754,20.5000,0,6,1,0,-0.0017,0.2072
13,2024,87,0,202,3,3,2,5,0,0,0,6,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,14.8000,0,6,0,0,0.0000,0.0000
13,2024,87,0,202,3,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,5.7000,0,0,0,0,0.0000,0.0000
36,2024,87,0,202,3,1,2,13,0,7,1,17,1,3,5,5,4,2,57,2,1,1,0,1,0,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,-0.3504,15.0000,0,8,0,0,-0.0110,-0.2698
36,2024,87,0,202,3,3,2,9,0,4,0,13,1,3,2,2,4,2,0,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,10.1000,0,7,0,0,0.0000,0.0000
36,2024,87,0,202,3,2,0,4,0,3,1,4,0,0,3,3,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,4.9000,0,1,0,0,0.0000,0.0000
37,2024,87,0,202,3,1,1,6,0,3,1,7,0,0,1,1,2,1,36,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,-0.2437,8.0000,0,4,0,1,0.0544,-0.0361
37,2024,87,0,202,3,3,1,6,0,3,1,6,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0.0000,7.3000,0,3,0,0,0.0000,0.0000
37,2024,87,0,202,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,0.7000,0,1,0,0,0.0000,0.0000
38,2024,87,0,202,3,1,1,4,0,0,2,7,1,1,0,0,0,2,28,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0824,12.6000,0,4,0,0,-0.0316,0.0915
38,2024,87,0,202,3,2,1,3,0,0,2,4,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0000,7.1000,0,3,0,0,0.0000,0.0000
38,2024,87,0,202,3,3,0,1,0,0,0,3,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,5.5000,0,1,0,0,0.0000,0.0000
39,2024,87,0,202,3,1,1,8,0,4,2,10,0,1,2,2,1,2,54,2,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-0.0062,2.1000,0,5,0,0,0.0446,-0.1113
39,2024,87,0,202,3,2,0,2,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0000,0.4000,0,1,0,0,0.0000,0.0000
39,2024,87,0,202,3,3,1,6,0,3,1,8,0,1,2,2,1,2,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,1.7000,0,4,0,0,0.0000,0.0000
40,2024,116,0,203,4,1,0,3,0,2,0,3,0,0,0,0,1,0,11,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0015,2.6000,0,1,0,0,0.0042,0.0180
40,2024,116,0,203,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0000,0.2000,0,0,0,0,0.0000,0.0000
40,2024,116,0,203,4,3,0,2,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,2.4000,0,1,0,0,0.0000,0.0000
45,2024,87,0,202,3,1,4,17,0,6,3,20,4,3,6,6,2,6,74,0,1,1,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.4994,22.0000,0,12,0,0,-0.0750,-0.2745
45,2024,87,0,202,3,3,3,16,0,6,3,18,3,2,6,6,2,5,0,2,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,19.9000,0,11,0,0,0.0000,0.0000
45,2024,87,0,202,3,2,0,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,2.1000,0,1,0,0,0.0000,0.0000
47,2024,87,0,202,3,1,1,6,0,1,1,8,0,2,0,0,1,3,33,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0.0079,1.6000,0,5,0,0,-0.0196,0.0927
47,2024,87,0,202,3,3,1,6,0,1,1,8,0,2,0,0,1,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,1.6000,0,5,0,0,0.0000,0.0000
49,2024,15,0,200,1,1,17,76,0,22,20,77,10,1,9,6,18,12,292,1,3,3,1,0,0,15,3,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.2182,75.8000,0,52,0,0,0.3461,0.2003
49,2024,15,0,200,1,3,10,48,0,14,15,49,2,1,5,4,11,5,0,2,3,3,0,0,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,42.7000,0,32,0,0,0.0000,0.0000
49,2024,15,0,200,1,2,6,28,0,8,5,28,8,0,4,2,7,7,0,2,3,3,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,33.1000,0,20,0,0,0.0000,0.0000
50,2024,74,0,202,3,1,3,15,0,5,4,17,0,1,5,2,2,3,65,0,1,1,0,1,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3637,14.6000,0,9,0,0,0.1166,-0.2488
50,2024,74,0,202,3,3,2,11,0,4,3,13,0,1,4,1,1,2,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,11.6000,0,6,0,0,0.0000,0.0000
50,2024,74,0,202,3,2,1,4,0,1,1,4,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,3.0000,0,3,0,0,0.0000,0.0000
51,2024,15,0,200,1,1,17,62,0,12,13,68,8,6,5,5,26,11,282,1,3,3,1,0,0,9,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0.4315,63.4000,0,52,0,0,0.3090,0.6471
51,2024,15,0,200,1,3,8,33,0,10,7,38,3,5,4,4,11,5,0,0,3,3,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,32.4000,0,24,0,0,0.0000,0.0000
51,2024,15,0,200,1,2,9,29,0,2,6,30,5,1,1,1,15,6,0,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,31.0000,0,28,0,0,0.0000,0.0000
52,2024,15,0,200,1,1,5,21,0,4,6,22,0,1,1,1,2,9,95,2,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0.0616,10.3000,0,17,1,1,0.0665,0.2136
52,2024,15,0,200,1,2,2,6,0,0,3,7,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0000,2.4000,0,6,0,0,0.0000,0.0000
52,2024,15,0,200,1,3,3,15,0,4,3,15,0,0,1,1,1,7,0,2,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0.0000,7.9000,0,11,0,0,0.0000,0.0000
53,2024,15,0,200,1,1,5,22,0,7,5,31,0,8,6,2,5,4,115,2,3,0,0,1,0,5,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,1,0,0,0,-0.3384,38.5000,0,17,0,1,-0.0947,-0.3129
53,2024,15,0,200,1,2,2,11,0,5,2,13,0,2,4,1,2,1,0,1,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0000,19.7000,0,7,0,0,0.0000,0.0000
53,2024,15,0,200,1,3,3,11,0,2,3,18,0,6,2,1,3,3,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0000,18.8000,0,10,0,0,0.0000,0.0000
54,2024,15,0,200,1,1,13,46,0,9,10,53,0,5,7,6,14,15,190,2,9,0,2,2,3,5,2,1,1,0,2,0,0,0,1,0,6,1,0,6,3,9,0,0,0,0,0,0,0,-0.1704,130.0000,0,41,4,5,0.0441,0.0532
54,2024,15,0,200,1,2,5,17,0,1,5,19,0,2,2,1,6,5,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0000,38.0000,0,16,0,0,0.0000,0.0000
54,2024,15,0,200,1,3,8,29,0,8,5,34,0,3,5,5,8,10,0,1,8,0,0,0,0,5,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0.0000,92.0000,0,25,0,0,0.0000,0.0000
55,2024,74,0,202,3,1,3,14,0,4,5,15,0,1,1,1,2,3,59,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.3748,29.6000,0,10,1,0,0.2358,0.1152
55,2024,74,0,202,3,2,0,2,0,0,1,2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,2.9000,0,2,0,0,0.0000,0.0000
55,2024,74,0,202,3,3,2,12,0,4,4,13,0,1,1,1,2,2,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0000,26.7000,0,8,0,0,0.0000,0.0000
56,2024,35,0,201,2,1,2,9,0,3,0,9,0,0,0,0,2,4,33,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0181,1.9000,0,6,0,0,0.0373,0.1163
56,2024,35,0,201,2,3,1,6,0,2,0,6,0,0,0,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,1.3000,0,4,0,0,0.0000,0.0000
56,2024,35,0,201,2,2,0,3,0,1,0,3,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,0.6000,0,2,0,0,0.0000,0.0000
58,2024,35,0,201,2,1,13,48,0,10,13,53,5,4,6,6,6,19,200,0,2,2,1,1,0,4,3,0,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0705,49.1000,0,39,0,0,0.0261,0.1933
58,2024,35,0,201,2,3,10,36,0,6,10,41,4,4,6,6,4,16,0,1,2,2,0,0,0,2,1,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,38.1000,0,31,0,0,0.0000,0.0000
58,2024,35,0,201,2,2,2,12,0,4,3,12,1,0,0,0,2,3,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,11.0000,0,8,0,0,0.0000,0.0000
59,2024,15,0,200,1,1,5,25,0,8,6,29,0,4,2,2,4,7,116,2,8,0,0,0,1,6,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8,0,0,1,0,1,1,1,0.0810,50.6000,0,17,3,1,0.2062,0.1448
59,2024,15,0,200,1,3,3,17,0,6,6,21,0,4,2,2,1,4,0,2,8,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0.0000,36.4000,0,11,0,0,0.0000,0.0000
59,2024,15,0,200,1,2,2,8,0,2,0,8,0,0,0,0,3,3,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0000,14.2000,0,6,0,0,0.0000,0.0000
82,2024,74,0,202,3,1,4,18,0,6,4,20,0,1,1,1,1,7,67,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,1,0.1606,24.7000,0,12,1,0,0.1158,0.1278
82,2024,74,0,202,3,3,2,14,0,6,3,16,0,1,1,1,0,5,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,1,0.0000,19.2000,0,8,0,0,0.0000,0.0000
82,2024,74,0,202,3,2,1,4,0,0,1,4,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,5.5000,0,4,0,0,0.0000,0.0000
83,2024,74,0,202,3,1,1,9,0,3,1,11,0,1,4,2,2,2,44,2,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0.0874,7.4000,0,5,1,0,-0.0175,-0.3010
83,2024,74,0,202,3,3,1,7,0,2,1,9,0,1,1,0,2,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0.0000,6.1000,0,4,0,0,0.0000,0.0000
83,2024,74,0,202,3,2,0,2,0,1,0,2,0,0,3,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0000,1.3000,0,1,0,0,0.0000,0.0000
84,2024,74,0,202,3,1,2,9,0,2,3,14,0,5,6,5,0,3,62,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3466,15.0000,0,6,0,0,-0.0488,-0.3492
84,2024,74,0,202,3,3,2,8,0,1,3,13,0,5,5,4,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,12.3000,0,6,0,0,0.0000,0.0000
84,2024,74,0,202,3,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,2.7000,0,0,0,0,0.0000,0.0000
85,2024,74,0,202,3,1,5,18,0,3,4,21,1,3,1,1,6,5,88,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1278,24.5000,0,15,0,0,0.1371,0.2347
85,2024,74,0,202,3,2,1,5,0,0,3,5,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,5.4000,0,5,0,0,0.0000,0.0000
85,2024,74,0,202,3,3,3,13,0,3,1,16,0,3,1,1,4,5,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,19.1000,0,10,0,0,0.0000,0.0000
86,2024,98,0,203,4,1,1,5,0,2,0,5,0,0,0,0,2,1,23,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0864,10.8000,0,3,1,0,0.0327,0.0874
86,2024,98,0,203,4,3,1,5,0,2,0,5,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,10.8000,0,3,0,0,0.0000,0.0000
87,2024,79,0,202,3,1,2,6,0,0,1,6,0,0,0,0,3,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0042,0.4000,0,6,0,0,0.0650,0.1163
87,2024,79,0,202,3,3,1,3,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,0.2000,0,3,0,0,0.0000,0.0000
87,2024,79,0,202,3,2,1,3,0,0,1,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0000,0.2000,0,3,0,0,0.0000,0.0000
88,2024,74,0,202,3,1,6,24,0,5,4,33,0,9,5,5,5,10,142,2,4,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,2,1,0,4,0,-0.2742,33.1000,0,20,1,1,-0.1049,-0.1548
88,2024,74,0,202,3,3,4,16,0,3,3,24,0,8,1,1,3,7,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0.0000,21.7000,0,14,0,0,0.0000,0.0000
88,2024,74,0,202,3,2,2,8,0,2,1,9,0,1,4,4,2,3,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0.0000,11.4000,0,6,0,0,0.0000,0.0000
