player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md
3268,2024,57,2538,201,2,1,4,14,0,2,5,14,2,0,0,0,4,3,64,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.2189,12.7000,0,13,0,0
3271,2024,43,2465,201,2,1,8,28,0,4,9,28,4,0,3,3,9,6,103,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1183,31.1000,0,24,0,0
3271,2024,43,2546,201,2,1,7,28,0,8,4,33,3,3,2,2,7,10,108,0,1,1,1,0,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1363,38.2000,0,21,0,0
3272,2024,43,2510,201,2,1,8,29,0,6,6,31,11,2,4,4,8,9,103,0,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0484,28.7000,0,24,0,0
3273,2024,43,2450,201,2,1,2,8,0,2,3,8,0,0,1,1,1,2,30,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0419,1.9000,0,6,0,0
3273,2024,43,2546,201,2,1,1,3,0,0,0,3,0,0,0,0,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1203,4.9000,0,3,1,0
3273,2024,43,2561,201,2,1,0,2,0,0,0,2,0,0,0,0,1,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0390,1.7000,0,2,0,0
3274,2024,96,6573,203,4,1,1,3,0,0,2,3,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0864,3.5000,0,3,1,0
3274,2024,96,6589,203,4,1,1,5,0,2,1,6,0,1,0,0,1,1,28,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,-0.0349,2.6000,0,4,0,0
3275,2024,96,6573,203,4,1,6,20,0,4,5,24,2,3,2,2,10,2,93,0,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0833,25.0000,0,18,0,0
3276,2024,43,2495,201,2,1,4,19,0,6,2,22,6,2,6,6,5,7,64,2,1,1,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3665,29.2000,0,14,0,0
3276,2024,43,2561,201,2,1,8,30,0,6,5,33,0,2,1,1,10,9,104,1,1,1,0,1,0,4,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2791,33.8000,0,25,0,0
3277,2024,4,10539,200,1,19,0,4,0,3,1,5,0,1,1,1,0,0,17,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.3623,17.3000,0,1,0,1
3277,2024,4,10551,200,1,19,1,3,0,0,0,3,0,0,0,0,1,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1377,5.7000,0,3,1,0
3277,2024,4,10556,200,1,19,1,5,0,2,1,5,0,0,1,1,1,1,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0029,2.0000,0,3,0,0
3277,2024,4,10570,200,1,19,0,1,0,0,0,1,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0084,0.3000,0,1,0,0
3277,2024,4,10588,200,1,19,1,7,0,4,2,7,0,0,2,2,0,1,23,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0401,21.5000,0,3,0,0
3277,2024,4,10600,200,1,19,0,1,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0146,0.6000,0,1,0,0
3277,2024,4,10612,200,1,19,1,5,0,2,3,5,0,0,0,0,0,0,21,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0469,5.7000,0,3,0,0
3277,2024,4,10638,200,1,19,1,4,0,1,0,4,0,0,0,0,3,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0535,3.1000,0,3,0,0
3277,2024,4,10650,200,1,19,1,3,0,0,1,3,0,0,0,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0307,1.4000,0,3,0,0
3277,2024,4,10654,200,1,19,1,3,0,0,1,3,0,0,0,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0076,0.4000,0,3,0,0
3277,2024,4,10674,200,1,19,2,8,0,1,3,10,0,1,2,2,2,2,40,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.2038,12.3000,0,7,0,1
3277,2024,4,10703,200,1,19,1,6,0,3,0,6,0,0,3,3,2,1,19,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.3252,6.1000,0,3,0,1
3277,2024,4,10717,200,1,19,1,3,0,0,2,3,0,0,0,0,1,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0380,1.7000,0,3,0,0
3277,2024,4,10723,200,1,19,1,5,0,1,1,5,0,0,1,0,0,2,16,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.1453,10.2000,0,3,0,1
3277,2024,43,2435,201,2,1,1,6,0,1,0,9,0,3,2,1,2,3,37,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,-0.0658,6.2000,0,5,0,1
3277,2024,43,2510,201,2,1,1,4,0,1,1,4,0,0,0,0,0,2,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0015,2.3000,0,3,0,0
3277,2024,43,2531,201,2,1,2,9,0,2,3,13,0,3,1,0,2,2,53,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0236,5.2000,0,7,0,0
3278,2024,96,6572,203,4,1,1,4,0,2,0,4,0,0,0,0,0,2,18,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0401,3.6000,0,3,0,0
3278,2024,96,6574,203,4,1,1,3,0,0,0,3,0,0,0,0,0,3,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.1996,8.3000,0,3,1,0
3279,2024,43,2450,201,2,1,5,22,0,7,1,26,2,3,5,5,5,9,92,0,1,1,0,1,0,4,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.4010,18.4000,0,15,0,0
3279,2024,43,2531,201,2,1,4,21,0,8,2,21,2,0,6,5,3,7,58,1,1,1,0,1,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.5141,23.2000,0,13,0,0
3281,2024,4,10539,200,1,19,1,6,0,3,1,6,0,0,2,2,1,1,29,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.4105,22.4000,0,3,0,1
3281,2024,4,10556,200,1,19,1,3,0,0,0,3,0,0,0,0,3,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0201,1.3000,0,3,0,0
3281,2024,4,10570,200,1,19,1,4,0,1,1,4,0,0,0,0,0,2,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0675,4.3000,0,3,1,0
3281,2024,4,10576,200,1,19,1,3,0,0,1,3,0,0,0,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0556,2.3000,0,3,0,0
3281,2024,4,10600,200,1,19,1,4,0,2,0,6,0,1,1,1,0,3,17,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0562,9.6000,0,3,0,0
3281,2024,4,10612,200,1,19,1,5,0,2,0,5,0,0,1,1,2,1,12,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0756,3.9000,0,3,0,1
3281,2024,4,10640,200,1,19,1,3,0,1,1,3,0,0,0,0,1,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0095,2.0000,0,3,0,0
3281,2024,4,10668,200,1,19,1,4,0,1,3,5,0,1,0,0,0,0,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0063,1.6000,0,3,0,0
3281,2024,4,10681,200,1,19,0,5,0,4,0,7,0,1,3,3,1,1,25,2,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,-0.9105,28.5000,0,2,0,1
3281,2024,4,10711,200,1,19,1,5,0,2,1,5,0,0,2,2,2,0,20,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2072,3.6000,0,3,0,1
3281,2024,4,10723,200,1,19,1,4,0,1,1,4,0,0,0,0,0,2,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0879,8.8000,0,3,1,0
3281,2024,4,10,200,1,1,1,5,0,1,1,6,0,1,0,0,2,1,23,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.1589,13.7000,0,5,1,0
3281,2024,4,47,200,1,1,1,3,0,0,1,3,0,0,0,0,1,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0380,1.7000,0,3,0,0
3281,2024,4,59,200,1,1,0,4,0,2,0,4,0,0,0,0,1,1,16,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,-0.1391,11.2000,0,2,0,1
3281,2024,4,102,200,1,1,1,3,0,0,0,3,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1020,4.3000,0,3,1,0
3281,2024,4,125,200,1,1,1,3,0,1,0,4,0,1,0,0,2,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0034,0.4000,0,3,0,0
3281,2024,4,138,200,1,1,1,3,0,1,1,4,0,1,1,1,1,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0262,0.8000,0,3,0,0
3281,2024,4,186,200,1,1,1,3,0,0,0,3,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0739,3.1000,0,3,1,0
3281,2024,4,191,200,1,1,1,5,0,2,1,7,0,2,3,3,1,1,26,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,-0.7488,24.6000,0,3,0,1
3281,2024,4,229,200,1,1,1,5,0,2,1,6,0,1,0,0,2,0,19,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0879,21.5000,0,3,1,0
3299,2024,96,6571,203,4,1,1,5,0,0,1,7,0,2,0,0,2,2,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1267,8.8000,0,5,1,0
3299,2024,96,6573,203,4,1,1,3,0,0,1,4,0,1,0,0,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1070,6.1000,0,3,1,0
3299,2024,96,6589,203,4,1,0,4,0,2,1,8,0,4,6,6,1,0,32,2,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4378,19.9000,0,2,0,1
3301,2024,68,4614,202,3,1,5,20,0,4,5,25,2,5,2,2,6,5,96,2,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0542,28.6000,0,17,0,0
3301,2024,68,4626,202,3,1,6,21,0,3,7,23,6,2,0,0,4,7,95,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2039,20.4000,0,18,0,0
3303,2024,56,2440,201,2,1,2,16,0,8,2,19,0,3,7,3,3,2,60,2,1,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,-0.3124,19.2000,0,8,0,0
3303,2024,56,2514,201,2,1,7,28,0,10,6,30,0,1,5,5,10,3,109,0,1,1,0,1,0,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,-0.2126,18.4000,0,21,0,0
3306,2024,23,10777,200,1,19,2,12,0,6,2,13,0,1,3,3,4,0,46,1,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1072,11.3000,0,7,0,0
3306,2024,23,10818,200,1,19,3,13,0,3,6,13,0,0,2,2,3,1,55,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1552,11.4000,0,10,0,0
3306,2024,23,10850,200,1,19,4,16,0,5,1,18,8,1,1,1,6,5,67,0,1,1,1,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0750,22.1000,0,12,0,0
3306,2024,23,10895,200,1,19,4,18,0,6,5,20,1,2,3,3,4,3,74,0,1,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1956,20.7000,0,12,0,0
3306,2024,23,10937,200,1,19,4,12,0,1,3,13,2,1,0,0,6,2,50,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2043,11.6000,0,12,0,0
3306,2024,23,60,200,1,1,4,17,0,5,8,22,5,5,5,5,2,2,87,1,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.4692,25.7000,0,13,0,0
3306,2024,23,135,200,1,1,6,24,0,7,3,28,6,2,5,5,8,8,105,1,1,1,0,0,0,3,2,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0869,27.0000,0,19,0,0
3306,2024,23,204,200,1,1,7,24,0,7,6,28,3,3,3,3,8,4,112,0,1,1,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0.1119,28.1000,0,21,0,0
3307,2024,56,2470,201,2,1,1,4,0,0,1,5,0,1,0,0,1,1,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397,6.0000,0,3,0,0
3307,2024,56,2541,201,2,1,2,7,0,1,1,7,1,0,0,0,4,1,28,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840,4.9000,0,6,0,0
3307,2024,56,2556,201,2,1,1,5,0,2,0,6,0,1,1,1,1,2,28,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0097,11.2000,0,3,0,0
3309,2024,23,10757,200,1,19,2,8,0,3,0,11,0,2,2,2,3,3,45,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,-0.1816,20.5000,0,6,0,1
3309,2024,23,10789,200,1,19,2,7,0,1,1,7,0,0,0,0,4,1,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0652,4.9000,0,6,1,0
3309,2024,23,10813,200,1,19,0,6,0,4,0,7,0,0,5,5,1,1,25,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0335,2.1000,0,2,0,0
3309,2024,23,10838,200,1,19,1,6,0,2,1,6,0,0,2,2,1,2,18,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0531,3.9000,0,4,0,0
3309,2024,23,10850,200,1,19,2,8,0,2,3,10,0,2,0,0,1,2,39,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0196,12.9000,0,6,0,0
