player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr
19,2024,3,200,1,0,4,8,2,6,0,15,3,1,0,0,0,0,0,0,0,3,3,0,5,4,1,1,0,0,0,0,2,0,0,0,0.0000,0.0000,-0.2513
19,2024,3,200,1,0,5,5,5,0,0,25,4,3,0,0,0,0,0,0,2,5,5,0,5,5,0,0,1,0,0,0,0,0,1,0,0.0000,0.0000,-0.1106
19,2024,3,200,1,0,9,10,0,10,0,60,7,7,0,0,0,0,0,0,0,10,10,0,7,7,1,1,1,1,1,0,3,1,4,0,0.0000,0.2726,-0.1378
20,2024,3,200,1,0,6,59,42,16,0,132,16,16,1,8,0,0,0,0,0,43,42,1,40,36,5,1,5,5,4,1,7,3,5,0,0.0000,0.0000,-0.3236
21,2024,41,201,2,0,3,7,1,6,0,6,1,1,0,1,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0184
21,2024,41,201,2,0,6,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0000,0.0000,0.1628
22,2024,3,200,1,0,7,5,0,5,0,12,4,1,0,0,0,0,0,0,2,5,5,0,2,2,1,1,0,0,2,2,0,0,0,0,0.0000,0.0000,0.4586
23,2024,41,201,2,0,3,14,0,14,0,10,3,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0.0000,0.0000,0.0743
23,2024,41,201,2,0,7,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0000,0.0000,0.1387
23,2024,41,201,2,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0000,0.0367,0.0000
23,2024,41,201,2,0,9,2,0,2,0,10,2,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,2,0,0.0000,1.2939,0.2964
24,2024,87,202,3,0,7,18,0,18,0,51,6,6,0,0,0,0,0,0,0,18,15,0,9,9,4,4,1,1,4,2,7,2,4,0,0.0000,1.2377,1.5592
24,2024,87,202,3,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
25,2024,3,200,1,0,3,66,2,64,0,69,8,8,0,7,0,0,0,0,0,14,14,0,14,14,4,3,1,1,0,0,0,0,0,0,0.0000,0.0000,0.1686
25,2024,3,200,1,0,7,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
25,2024,3,200,1,0,9,9,0,9,0,63,7,7,0,0,0,0,0,0,2,9,10,0,4,4,1,1,1,1,4,2,1,1,2,0,0.0000,0.0382,0.0945
26,2024,66,202,3,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
27,2024,87,202,3,0,2,38,0,38,20,42,5,5,0,1,0,0,5,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,-0.5400,0.0000,0.1752
28,2024,87,202,3,0,4,25,11,14,0,53,6,6,0,2,0,0,0,0,0,9,7,0,13,13,1,1,1,1,4,0,2,0,2,0,0.0000,0.0000,0.4778
29,2024,87,202,3,0,3,3,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
30,2024,87,202,3,0,9,9,1,8,0,51,6,6,0,1,0,0,0,0,0,8,9,0,3,3,1,1,1,0,1,1,6,3,2,0,0.0000,0.3835,0.4790
31,2024,41,201,2,0,9,1,0,1,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0000,0.0000,0.2865
33,2024,87,202,3,0,2,8,0,8,6,11,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.2682
34,2024,87,202,3,0,8,16,1,15,0,53,6,6,0,0,0,0,0,0,0,15,16,0,10,10,3,2,1,1,1,1,3,1,8,0,0.0000,0.3112,-0.2637
36,2024,87,202,3,0,1,1,1,0,0,2,1,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.1350,0.0000,-0.0998
37,2024,87,202,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
