player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr
801,2024,64,202,3,0,1,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.2184
804,2024,16,200,1,0,1,2,2,0,0,26,4,4,0,0,0,0,4,1,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.2700,0.0000,0.0634
806,2024,16,200,1,0,1,2,1,1,0,16,3,3,0,0,0,0,2,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,-0.0000,0.0000,0.1512
807,2024,16,200,1,0,1,1,0,1,0,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
808,2024,40,201,2,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.0000
810,2024,16,200,1,0,1,1,1,0,0,17,3,3,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4050,0.0000,0.2534
811,2024,16,200,1,0,1,1,0,1,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
812,2024,16,200,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.0000
813,2024,16,200,1,0,2,16,1,15,4,17,3,2,0,0,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.0864
817,2024,16,200,1,0,5,28,21,6,0,120,14,14,1,4,0,0,0,0,2,25,25,1,22,22,4,4,1,1,1,0,3,1,1,0,0.0000,0.0000,0.3519
818,2024,16,200,1,0,6,10,5,4,0,13,4,1,1,1,0,0,0,0,1,5,5,1,8,7,0,0,0,0,0,0,2,0,1,0,0.0000,0.0000,-0.5366
820,2024,64,202,3,0,4,7,4,3,0,9,1,1,0,1,0,0,0,0,0,3,2,0,1,1,3,3,1,0,0,0,1,0,1,0,0.0000,0.0000,0.2851
820,2024,64,202,3,0,6,31,21,9,0,52,5,5,1,7,0,0,0,0,0,16,17,1,13,12,6,2,0,0,4,1,4,1,2,0,0.0000,0.0000,-0.7441
821,2024,16,200,1,0,3,124,5,117,0,128,15,15,2,9,0,0,0,0,2,15,15,2,16,15,1,1,1,0,0,0,2,1,0,0,0.0000,0.0000,-0.6460
822,2024,16,200,1,0,7,29,0,28,0,120,14,14,1,0,0,0,0,0,2,28,27,0,16,16,0,0,6,6,3,3,4,3,9,0,0.0000,-0.6650,2.3353
824,2024,64,202,3,0,7,11,0,11,0,43,5,5,0,0,0,0,0,0,0,10,10,0,4,4,3,3,1,1,2,1,4,2,2,0,0.0000,0.1693,0.6588
824,2024,64,202,3,0,9,3,0,3,0,10,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0.0000,0.0000,0.1900
825,2024,16,200,1,0,9,10,0,9,0,71,9,9,1,0,0,0,0,0,0,9,8,0,4,4,0,0,1,1,1,0,6,4,5,0,0.0000,0.1462,0.6997
826,2024,64,202,3,0,2,20,1,19,9,19,2,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,0.2173
827,2024,40,201,2,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
828,2024,64,202,3,0,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
828,2024,64,202,3,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
829,2024,88,202,3,0,5,1,1,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0000,0.0000,0.2677
832,2024,65,202,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
836,2024,64,202,3,0,1,2,1,1,0,5,4,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.1025
837,2024,64,202,3,0,1,1,1,0,0,4,3,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2700,0.0000,-0.1025
838,2024,64,202,3,0,1,1,0,1,0,3,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.1025
839,2024,64,202,3,0,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.1350,0.0000,0.1187
841,2024,64,202,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
843,2024,64,202,3,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
847,2024,28,200,1,0,1,6,5,1,0,21,3,3,0,0,0,0,3,0,0,5,5,0,3,3,2,2,0,0,0,0,0,0,0,0,0.6750,0.0000,-0.2402
849,2024,42,201,2,0,1,0,0,0,0,13,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.2701
850,2024,28,200,1,0,1,0,0,0,0,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000,0.0000,-0.0000
851,2024,42,201,2,0,1,1,0,1,0,13,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.2093
852,2024,28,200,1,0,1,0,0,0,0,15,3,3,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5400,0.0000,-0.0223
853,2024,28,200,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2700,0.0000,-0.0000
854,2024,28,200,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
855,2024,42,201,2,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
857,2024,80,202,3,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
860,2024,80,202,3,0,2,20,2,18,10,27,3,3,0,0,0,0,6,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,0.0128
861,2024,80,202,3,0,2,29,4,25,11,29,3,3,0,0,0,0,2,1,0,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0.1350,0.0000,0.4682
862,2024,80,202,3,0,3,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
863,2024,28,200,1,0,4,1,1,0,0,6,2,0,0,1,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0000,0.0000,-0.2401
864,2024,28,200,1,0,3,14,2,12,0,18,2,2,0,2,0,0,0,0,0,3,2,0,2,2,2,1,0,0,0,0,1,0,0,0,0.0000,0.0000,0.0960
864,2024,28,200,1,0,4,10,5,5,0,9,1,1,0,0,0,0,0,0,0,6,6,0,5,5,1,1,0,0,1,0,3,1,3,0,0.0000,0.0000,0.1049
864,2024,28,200,1,0,5,8,6,2,0,11,2,1,0,1,0,0,0,0,0,7,7,0,6,5,3,3,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0596
864,2024,28,200,1,0,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0000,0.0000,-0.2634
867,2024,28,200,1,0,4,62,34,27,0,124,15,15,1,12,0,0,0,0,1,31,33,1,29,25,11,6,6,3,4,1,11,1,5,0,0.0000,0.0000,-2.7515
868,2024,28,200,1,0,3,4,0,4,0,4,1,1,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0056
868,2024,28,200,1,0,7,2,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0000,-0.0522,0.0560
868,2024,28,200,1,0,9,0,0,0,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0000,0.5384,-0.1648
869,2024,28,200,1,0,7,1,0,1,0,9,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0.0000,0.2308,-0.1205
869,2024,28,200,1,0,8,35,0,33,0,114,14,14,2,0,0,0,0,0,0,33,34,0,15,13,8,8,3,3,5,4,9,5,12,0,0.0000,-1.3936,-0.0427
870,2024,28,200,1,0,8,3,0,3,0,8,1,0,0,0,0,0,0,0,0,3,3,0,1,1,1,1,0,0,1,1,0,0,1,0,0.0000,0.0000,0.2141
870,2024,28,200,1,0,9,30,3,25,0,123,15,15,2,0,0,0,0,0,0,23,23,0,15,15,2,2,0,0,5,4,11,4,16,0,0.0000,0.6893,0.2773
871,2024,28,200,1,0,7,30,0,28,0,129,15,15,2,0,0,0,0,0,0,27,28,0,14,14,1,0,2,2,9,8,9,4,10,0,0.0000,-0.7358,1.3825
872,2024,28,200,1,0,3,116,5,111,0,112,13,13,0,12,0,0,0,0,0,16,14,0,16,16,3,3,2,1,3,0,2,0,0,0,0.0000,0.0000,0.4938
872,2024,28,200,1,0,8,7,1,6,0,18,2,2,0,0,0,0,0,0,0,6,6,0,5,5,1,1,1,0,0,0,1,0,2,0,0.0000,0.5556,-0.3987
873,2024,42,201,2,0,8,9,0,9,0,26,3,3,0,0,0,0,0,0,1,9,10,0,4,4,2,1,3,2,0,0,3,2,5,0,0.0000,0.6869,-0.1973
873,2024,42,201,2,0,9,7,0,6,0,42,5,5,1,0,0,0,0,0,0,6,6,0,4,4,2,0,1,1,1,0,4,1,5,0,0.0000,0.6480,-0.5137
874,2024,80,202,3,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
875,2024,42,201,2,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
875,2024,42,201,2,0,8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
876,2024,120,203,4,0,6,3,3,0,0,6,2,0,0,0,0,0,0,0,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0520
876,2024,120,203,4,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
878,2024,80,202,3,0,7,1,0,1,0,6,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0146
883,2024,80,202,3,0,1,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
885,2024,80,202,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.3748
887,2024,42,201,2,0,1,2,1,1,0,6,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0000,0.0000,0.0151
890,2024,80,202,3,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.1092
891,2024,80,202,3,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.0000
892,2024,80,202,3,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.1092
893,2024,42,201,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
894,2024,33,201,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
895,2024,25,200,1,0,1,5,4,1,0,24,3,3,0,0,0,0,1,0,0,4,4,0,3,3,1,1,0,0,0,0,0,0,0,0,-0.2700,0.0000,-0.0028
896,2024,25,200,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.0000
897,2024,25,200,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
898,2024,25,200,1,0,1,1,0,1,0,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0982
899,2024,25,200,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
900,2024,25,200,1,0,1,1,1,0,0,4,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2700,0.0000,-0.0616
901,2024,109,203,4,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,0.0115
905,2024,25,200,1,0,1,4,3,1,0,26,4,4,0,0,0,0,2,0,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.1812
906,2024,25,200,1,0,1,3,0,3,0,22,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2700,0.0000,-0.0000
907,2024,33,201,2,0,2,4,0,4,5,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2700,0.0000,-0.0387
907,2024,33,201,2,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0000,0.0000,0.0000
908,2024,33,201,2,0,2,53,3,50,34,69,8,8,0,0,0,1,4,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.5400,0.0000,0.5745
909,2024,25,200,1,0,3,96,3,92,0,94,11,11,1,9,0,0,0,0,0,14,13,1,18,17,3,2,1,0,1,0,2,1,0,0,0.0000,0.0000,-0.3093
910,2024,67,202,3,0,5,8,5,2,0,18,2,2,1,0,0,0,0,0,0,6,6,1,7,6,0,0,0,0,1,1,0,0,1,0,0.0000,0.0000,-0.2076
912,2024,33,201,2,0,6,3,3,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0949
914,2024,25,200,1,0,3,32,4,28,0,25,4,2,0,3,0,0,0,0,0,6,6,0,5,5,2,2,0,0,0,0,0,0,0,0,0.0000,0.0000,0.1473
914,2024,25,200,1,0,4,10,6,3,0,19,7,1,1,0,0,0,0,0,2,8,8,1,5,4,3,1,0,0,1,0,2,2,1,0,0.0000,0.0000,-0.5145
915,2024,25,200,1,0,3,32,3,29,0,24,3,3,0,3,0,0,0,0,0,6,6,0,7,7,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.1018
915,2024,25,200,1,0,7,12,0,12,0,44,5,4,0,0,0,0,0,0,0,12,12,0,8,8,1,1,0,0,1,1,3,2,4,0,0.0000,-0.1637,0.6103
915,2024,25,200,1,0,9,11,0,11,0,59,8,8,0,0,0,0,0,0,0,11,11,0,6,6,2,2,1,0,2,2,3,1,7,0,0.0000,0.0890,0.0984
916,2024,25,200,1,0,7,14,0,13,0,90,12,11,1,0,0,0,0,0,0,13,12,0,5,5,2,2,3,2,4,3,4,1,8,0,0.0000,0.3287,0.7999
916,2024,25,200,1,0,8,5,0,4,0,17,2,1,1,0,0,0,0,0,0,4,4,0,0,0,2,2,1,1,0,0,2,1,1,0,0.0000,0.1825,0.1109
916,2024,25,200,1,0,9,2,0,2,0,12,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0.0000,0.0283,0.1762
917,2024,25,200,1,0,9,16,0,16,0,73,9,7,0,0,0,0,0,0,0,16,16,0,11,11,0,0,1,1,2,1,4,3,7,0,0.0000,0.6208,0.5356
918,2024,25,200,1,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0.0000,0.0000,0.2578
923,2024,67,202,3,0,3,3,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
925,2024,33,201,2,0,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.5091
925,2024,33,201,2,0,5,1,1,0,0,6,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0219
926,2024,67,202,3,0,9,3,0,3,0,16,2,2,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0.0000,0.0000,0.3193
930,2024,109,203,4,0,1,1,1,0,0,3,3,0,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,0.0115
936,2024,67,202,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.0000
940,2024,67,202,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
941,2024,66,202,3,0,1,0,0,0,0,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,0.3748
943,2024,20,200,1,0,1,4,3,0,0,23,4,4,1,1,0,0,2,0,2,3,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0.4050,0.0000,-0.1813
944,2024,66,202,3,0,1,1,1,0,0,6,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.1025
945,2024,20,200,1,0,1,2,1,1,0,22,3,3,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.0000,0.0000,-0.2083
946,2024,46,201,2,0,1,1,0,0,0,5,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
947,2024,20,200,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
948,2024,66,202,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
949,2024,20,200,1,0,1,0,0,0,0,7,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.0000
950,2024,20,200,1,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
951,2024,46,201,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.0000
952,2024,20,200,1,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
955,2024,20,200,1,0,2,98,7,91,38,105,13,12,0,0,0,1,4,1,2,4,4,0,7,7,0,0,2,2,0,0,0,0,0,0,0.9450,0.0000,0.3660
957,2024,20,200,1,0,4,86,44,42,0,141,16,16,0,12,0,0,0,0,0,39,33,0,33,33,7,7,3,3,2,2,8,4,0,0,0.0000,0.0000,3.4436
958,2024,60,201,2,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
958,2024,60,201,2,0,7,1,0,1,0,6,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0037
959,2024,20,200,1,0,5,29,21,7,0,72,8,8,1,0,0,0,0,0,0,23,23,1,17,17,8,7,1,1,0,0,4,1,0,0,0.0000,0.0000,0.2537
959,2024,20,200,1,0,9,4,0,4,0,49,6,6,0,0,0,0,0,0,0,4,4,0,3,3,1,0,1,0,1,1,2,0,9,0,0.0000,0.7921,-0.6542
960,2024,46,201,2,0,6,8,6,2,0,10,2,1,0,2,0,0,0,0,0,4,6,0,5,2,1,1,0,0,0,0,2,1,0,0,0.0000,0.0000,-0.9236
960,2024,46,201,2,0,7,2,0,2,0,2,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0000,0.0000,0.1424
961,2024,20,200,1,0,3,63,3,60,0,72,8,8,0,5,0,0,0,0,0,8,8,0,5,5,5,5,0,0,2,0,1,0,0,0,0.0000,0.0000,0.1106
961,2024,20,200,1,0,5,18,16,2,0,60,7,7,0,3,0,0,0,0,0,15,15,0,12,12,3,3,0,0,1,1,1,0,0,0,0.0000,0.0000,0.4511
963,2024,20,200,1,0,7,6,0,6,0,52,6,6,0,0,0,0,0,0,0,5,5,0,4,4,0,0,1,1,2,1,2,0,2,0,0.0000,-0.0197,-0.0533
963,2024,20,200,1,0,8,26,1,25,0,68,8,8,0,0,0,0,0,0,0,25,27,0,14,14,7,4,2,1,7,5,2,1,3,0,0.0000,0.0099,-1.0856
963,2024,20,200,1,0,9,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0000,0.0095,0.0000
965,2024,46,201,2,0,7,11,0,11,0,75,9,9,0,0,0,0,0,0,0,11,11,0,7,7,1,1,1,1,1,1,1,1,4,0,0.0000,0.0563,0.7119
966,2024,20,200,1,0,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0000,0.0000,0.0000
967,2024,46,201,2,0,3,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000
967,2024,46,201,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
967,2024,46,201,2,0,8,7,0,7,0,47,6,5,0,0,0,0,0,0,0,7,7,0,4,4,0,0,2,0,2,1,3,2,5,0,0.0000,0.7109,-0.0062
969,2024,66,202,3,0,7,2,0,2,0,26,3,3,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,1,0,0,1,0,5,0,0.0000,0.0000,0.0413
969,2024,66,202,3,0,8,7,0,7,0,28,3,3,0,0,0,0,0,0,0,7,8,0,4,4,2,1,2,1,1,1,1,0,6,0,0.0000,0.6891,-0.6463
971,2024,66,202,3,0,2,37,2,35,16,45,6,5,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.0000,0.0000,0.0379
972,2024,66,202,3,0,9,11,0,10,0,49,6,6,1,0,0,0,0,0,0,10,10,0,7,7,0,0,2,1,1,1,3,1,4,0,0.0000,0.1030,0.4842
973,2024,66,202,3,0,5,23,20,3,0,54,6,6,0,1,0,0,0,0,0,23,23,0,12,12,8,8,3,3,0,0,1,0,0,0,0.0000,0.0000,1.3275
974,2024,66,202,3,0,8,2,0,2,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.0000,0.0000,0.6213
976,2024,66,202,3,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
978,2024,102,203,4,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
979,2024,102,203,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
983,2024,66,202,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
985,2024,66,202,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
988,2024,23,200,1,0,1,0,0,0,0,15,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.1964
989,2024,23,200,1,0,1,1,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1350,0.0000,-0.0000
990,2024,56,201,2,0,1,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.1047
993,2024,68,202,3,0,1,1,1,0,0,4,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.1350,0.0000,-0.1900
995,2024,92,203,4,0,1,1,0,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
996,2024,92,203,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
1000,2024,23,200,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,-0.0000
1001,2024,56,201,2,0,2,57,9,48,48,70,8,8,0,0,0,0,13,5,0,3,3,0,3,3,0,0,1,1,0,0,0,0,0,0,1.3500,0.0000,0.8520
1002,2024,23,200,1,0,2,100,6,92,48,114,13,13,2,1,0,0,7,0,0,3,3,1,4,3,2,2,1,0,0,0,0,0,0,0,0.5400,0.0000,-0.6440
1006,2024,23,200,1,0,6,75,57,16,0,133,15,15,2,10,0,0,0,0,0,56,51,2,51,48,5,5,3,3,6,2,8,2,5,0,0.0000,0.0000,1.4502
